season,round,driverId,circuitId,pitted_under_sc,beta,ci_lower,ci_upper,cluster_label,below_median_elasticity
2006,14,albers,istanbul,,0.7134,0.612,0.8148,,0
2006,15,albers,monza,,0.6271,0.5556,0.6986,Balanced / Standard Racing,0
2006,16,albers,shanghai,,0.6791,0.6025,0.7556,Balanced / Standard Racing,0
2006,17,albers,suzuka,,0.6287,0.5497,0.7076,Balanced / Standard Racing,0
2006,18,albers,interlagos,,0.5643,0.486,0.6426,Large Field Spread / Strategy-Dependent,1
2007,1,albers,albert_park,,0.4977,0.4139,0.5815,Large Field Spread / Strategy-Dependent,1
2007,2,albers,sepang,,0.514,0.4196,0.6084,High-Overtaking / Fluid Strategy,1
2007,3,albers,bahrain,,0.6543,0.5833,0.7252,Balanced / Standard Racing,0
2007,4,albers,catalunya,,0.6716,0.6034,0.7399,Balanced / Standard Racing,0
2007,5,albers,monaco,,0.6074,0.5316,0.6831,Large Field Spread / Strategy-Dependent,0
2007,6,albers,villeneuve,,0.5347,0.4513,0.618,Large Field Spread / Strategy-Dependent,1
2007,7,albers,indianapolis,,0.3208,0.1348,0.5068,,1
2007,8,albers,magny_cours,,0.7493,0.6306,0.868,,0
2007,9,albers,silverstone,,0.6624,0.5949,0.7299,Balanced / Standard Racing,0
2019,1,albon,albert_park,0.0,0.4977,0.4139,0.5815,Large Field Spread / Strategy-Dependent,1
2019,2,albon,bahrain,0.0,0.6543,0.5833,0.7252,Balanced / Standard Racing,0
2019,3,albon,shanghai,0.0,0.6791,0.6025,0.7556,Balanced / Standard Racing,0
2019,4,albon,baku,0.0,0.5122,0.3743,0.6501,High-Overtaking / Fluid Strategy,1
2019,5,albon,catalunya,1.0,0.6716,0.6034,0.7399,Balanced / Standard Racing,0
2019,6,albon,monaco,0.0,0.6074,0.5316,0.6831,Large Field Spread / Strategy-Dependent,0
2019,7,albon,villeneuve,0.0,0.5347,0.4513,0.618,Large Field Spread / Strategy-Dependent,1
2019,8,albon,ricard,0.0,,,,,0
2019,9,albon,red_bull_ring,0.0,0.5863,0.4896,0.683,Balanced / Standard Racing,0
2019,10,albon,silverstone,0.0,0.6624,0.5949,0.7299,Balanced / Standard Racing,0
2019,11,albon,hockenheimring,1.0,0.5423,0.4336,0.651,High-Overtaking / Fluid Strategy,1
2019,12,albon,hungaroring,0.0,0.6366,0.5651,0.7081,Large Field Spread / Strategy-Dependent,0
2019,13,albon,spa,0.0,0.502,0.418,0.5861,Large Field Spread / Strategy-Dependent,1
2019,14,albon,monza,0.0,0.6271,0.5556,0.6986,Balanced / Standard Racing,0
2019,15,albon,marina_bay,0.0,0.5754,0.4842,0.6666,Large Field Spread / Strategy-Dependent,1
2019,16,albon,sochi,1.0,0.5888,0.4619,0.7157,Large Field Spread / Strategy-Dependent,0
2019,17,albon,suzuka,0.0,0.6287,0.5497,0.7076,Balanced / Standard Racing,0
2019,18,albon,rodriguez,0.0,0.7028,0.5953,0.8103,Balanced / Standard Racing,0
2019,19,albon,americas,0.0,0.5284,0.4194,0.6373,Large Field Spread / Strategy-Dependent,1
2019,20,albon,interlagos,0.0,0.5643,0.486,0.6426,Large Field Spread / Strategy-Dependent,1
2019,21,albon,yas_marina,0.0,0.6456,0.5634,0.7278,Balanced / Standard Racing,0
2020,1,albon,red_bull_ring,1.0,0.5863,0.4896,0.683,Balanced / Standard Racing,0
2020,2,albon,red_bull_ring,0.0,0.5863,0.4896,0.683,Balanced / Standard Racing,0
2020,3,albon,hungaroring,0.0,0.6366,0.5651,0.7081,Large Field Spread / Strategy-Dependent,0
2020,4,albon,silverstone,0.0,0.6624,0.5949,0.7299,Balanced / Standard Racing,0
2020,5,albon,silverstone,0.0,0.6624,0.5949,0.7299,Balanced / Standard Racing,0
2020,6,albon,catalunya,0.0,0.6716,0.6034,0.7399,Balanced / Standard Racing,0
2020,7,albon,spa,1.0,0.502,0.418,0.5861,Large Field Spread / Strategy-Dependent,1
2020,8,albon,monza,1.0,0.6271,0.5556,0.6986,Balanced / Standard Racing,0
2020,9,albon,mugello,1.0,,,,,0
2020,10,albon,sochi,1.0,0.5888,0.4619,0.7157,Large Field Spread / Strategy-Dependent,0
2020,11,albon,nurburgring,0.0,0.5076,0.3836,0.6315,,1
2020,12,albon,portimao,0.0,,,,,0
2020,13,albon,imola,0.0,0.5779,0.4487,0.7072,High-Overtaking / Fluid Strategy,1
2020,14,albon,istanbul,0.0,0.7134,0.612,0.8148,,0
2020,15,albon,bahrain,0.0,0.6543,0.5833,0.7252,Balanced / Standard Racing,0
2020,16,albon,bahrain,1.0,0.6543,0.5833,0.7252,Balanced / Standard Racing,0
2020,17,albon,yas_marina,0.0,0.6456,0.5634,0.7278,Balanced / Standard Racing,0
2022,1,albon,bahrain,1.0,0.6543,0.5833,0.7252,Balanced / Standard Racing,0
2022,2,albon,jeddah,0.0,,,,,0
2022,3,albon,albert_park,0.0,0.4977,0.4139,0.5815,Large Field Spread / Strategy-Dependent,1
2022,4,albon,imola,0.0,0.5779,0.4487,0.7072,High-Overtaking / Fluid Strategy,1
2022,5,albon,miami,0.0,,,,,0
2022,6,albon,catalunya,0.0,0.6716,0.6034,0.7399,Balanced / Standard Racing,0
2022,7,albon,monaco,1.0,0.6074,0.5316,0.6831,Large Field Spread / Strategy-Dependent,0
2022,8,albon,baku,0.0,0.5122,0.3743,0.6501,High-Overtaking / Fluid Strategy,1
2022,9,albon,villeneuve,1.0,0.5347,0.4513,0.618,Large Field Spread / Strategy-Dependent,1
2022,10,albon,silverstone,0.0,0.6624,0.5949,0.7299,Balanced / Standard Racing,0
2022,11,albon,red_bull_ring,0.0,0.5863,0.4896,0.683,Balanced / Standard Racing,0
2022,12,albon,ricard,1.0,,,,,0
2022,13,albon,hungaroring,0.0,0.6366,0.5651,0.7081,Large Field Spread / Strategy-Dependent,0
2022,14,albon,spa,0.0,0.502,0.418,0.5861,Large Field Spread / Strategy-Dependent,1
2022,15,albon,zandvoort,1.0,,,,,0
2022,17,albon,marina_bay,0.0,0.5754,0.4842,0.6666,Large Field Spread / Strategy-Dependent,1
2022,18,albon,suzuka,0.0,0.6287,0.5497,0.7076,Balanced / Standard Racing,0
2022,19,albon,americas,1.0,0.5284,0.4194,0.6373,Large Field Spread / Strategy-Dependent,1
2022,20,albon,rodriguez,0.0,0.7028,0.5953,0.8103,Balanced / Standard Racing,0
2022,21,albon,interlagos,1.0,0.5643,0.486,0.6426,Large Field Spread / Strategy-Dependent,1
2022,22,albon,yas_marina,0.0,0.6456,0.5634,0.7278,Balanced / Standard Racing,0
2023,1,albon,bahrain,0.0,0.6543,0.5833,0.7252,Balanced / Standard Racing,0
2023,2,albon,jeddah,1.0,,,,,0
2023,3,albon,albert_park,0.0,0.4977,0.4139,0.5815,Large Field Spread / Strategy-Dependent,1
2023,4,albon,baku,0.0,0.5122,0.3743,0.6501,High-Overtaking / Fluid Strategy,1
2023,5,albon,miami,,,,,,0
2023,6,albon,monaco,,0.6074,0.5316,0.6831,Large Field Spread / Strategy-Dependent,0
2023,7,albon,catalunya,,0.6716,0.6034,0.7399,Balanced / Standard Racing,0
2023,8,albon,villeneuve,,0.5347,0.4513,0.618,Large Field Spread / Strategy-Dependent,1
2023,9,albon,red_bull_ring,,0.5863,0.4896,0.683,Balanced / Standard Racing,0
2023,10,albon,silverstone,,0.6624,0.5949,0.7299,Balanced / Standard Racing,0
2023,11,albon,hungaroring,,0.6366,0.5651,0.7081,Large Field Spread / Strategy-Dependent,0
2023,12,albon,spa,,0.502,0.418,0.5861,Large Field Spread / Strategy-Dependent,1
2023,13,albon,zandvoort,,,,,,0
2023,14,albon,monza,,0.6271,0.5556,0.6986,Balanced / Standard Racing,0
2023,15,albon,marina_bay,,0.5754,0.4842,0.6666,Large Field Spread / Strategy-Dependent,1
2023,16,albon,suzuka,,0.6287,0.5497,0.7076,Balanced / Standard Racing,0
2023,17,albon,losail,,,,,,0
2023,18,albon,americas,,0.5284,0.4194,0.6373,Large Field Spread / Strategy-Dependent,1
2023,19,albon,rodriguez,,0.7028,0.5953,0.8103,Balanced / Standard Racing,0
2023,20,albon,interlagos,,0.5643,0.486,0.6426,Large Field Spread / Strategy-Dependent,1
2023,21,albon,vegas,,,,,,0
2023,22,albon,yas_marina,,0.6456,0.5634,0.7278,Balanced / Standard Racing,0
2024,1,albon,bahrain,0.0,0.6543,0.5833,0.7252,Balanced / Standard Racing,0
2024,2,albon,jeddah,1.0,,,,,0
2024,3,albon,albert_park,0.0,0.4977,0.4139,0.5815,Large Field Spread / Strategy-Dependent,1
2024,4,albon,suzuka,0.0,0.6287,0.5497,0.7076,Balanced / Standard Racing,0
2024,5,albon,shanghai,1.0,0.6791,0.6025,0.7556,Balanced / Standard Racing,0
2024,6,albon,miami,0.0,,,,,0
2024,7,albon,imola,0.0,0.5779,0.4487,0.7072,High-Overtaking / Fluid Strategy,1
2024,8,albon,monaco,1.0,0.6074,0.5316,0.6831,Large Field Spread / Strategy-Dependent,0
2024,9,albon,villeneuve,1.0,0.5347,0.4513,0.618,Large Field Spread / Strategy-Dependent,1
2024,10,albon,catalunya,0.0,0.6716,0.6034,0.7399,Balanced / Standard Racing,0
2024,11,albon,red_bull_ring,0.0,0.5863,0.4896,0.683,Balanced / Standard Racing,0
2024,12,albon,silverstone,0.0,0.6624,0.5949,0.7299,Balanced / Standard Racing,0
2024,13,albon,hungaroring,0.0,0.6366,0.5651,0.7081,Large Field Spread / Strategy-Dependent,0
2024,14,albon,spa,0.0,0.502,0.418,0.5861,Large Field Spread / Strategy-Dependent,1
2024,15,albon,zandvoort,0.0,,,,,0
2024,16,albon,monza,0.0,0.6271,0.5556,0.6986,Balanced / Standard Racing,0
2024,17,albon,baku,0.0,0.5122,0.3743,0.6501,High-Overtaking / Fluid Strategy,1
2024,18,albon,marina_bay,0.0,0.5754,0.4842,0.6666,Large Field Spread / Strategy-Dependent,1
2024,19,albon,americas,1.0,0.5284,0.4194,0.6373,Large Field Spread / Strategy-Dependent,1
2024,20,albon,rodriguez,0.0,0.7028,0.5953,0.8103,Balanced / Standard Racing,0
2024,21,albon,interlagos,,0.5643,0.486,0.6426,Large Field Spread / Strategy-Dependent,1
2024,22,albon,vegas,0.0,,,,,0
2024,23,albon,losail,1.0,,,,,0
2024,24,albon,yas_marina,0.0,0.6456,0.5634,0.7278,Balanced / Standard Racing,0
2009,10,alguersuari,hungaroring,,0.6366,0.5651,0.7081,Large Field Spread / Strategy-Dependent,0
2009,11,alguersuari,valencia,,0.5719,0.4161,0.7276,,1
2009,12,alguersuari,spa,,0.502,0.418,0.5861,Large Field Spread / Strategy-Dependent,1
2009,13,alguersuari,monza,,0.6271,0.5556,0.6986,Balanced / Standard Racing,0
2009,14,alguersuari,marina_bay,,0.5754,0.4842,0.6666,Large Field Spread / Strategy-Dependent,1
2009,15,alguersuari,suzuka,,0.6287,0.5497,0.7076,Balanced / Standard Racing,0
2009,16,alguersuari,interlagos,,0.5643,0.486,0.6426,Large Field Spread / Strategy-Dependent,1
2009,17,alguersuari,yas_marina,,0.6456,0.5634,0.7278,Balanced / Standard Racing,0
2010,1,alguersuari,bahrain,,0.6543,0.5833,0.7252,Balanced / Standard Racing,0
2010,2,alguersuari,albert_park,,0.4977,0.4139,0.5815,Large Field Spread / Strategy-Dependent,1
2010,3,alguersuari,sepang,,0.514,0.4196,0.6084,High-Overtaking / Fluid Strategy,1
2010,4,alguersuari,shanghai,,0.6791,0.6025,0.7556,Balanced / Standard Racing,0
2010,5,alguersuari,catalunya,,0.6716,0.6034,0.7399,Balanced / Standard Racing,0
2010,6,alguersuari,monaco,,0.6074,0.5316,0.6831,Large Field Spread / Strategy-Dependent,0
2010,7,alguersuari,istanbul,,0.7134,0.612,0.8148,,0
2010,8,alguersuari,villeneuve,,0.5347,0.4513,0.618,Large Field Spread / Strategy-Dependent,1
2010,9,alguersuari,valencia,,0.5719,0.4161,0.7276,,1
2010,10,alguersuari,silverstone,,0.6624,0.5949,0.7299,Balanced / Standard Racing,0
2010,11,alguersuari,hockenheimring,,0.5423,0.4336,0.651,High-Overtaking / Fluid Strategy,1
2010,12,alguersuari,hungaroring,,0.6366,0.5651,0.7081,Large Field Spread / Strategy-Dependent,0
2010,13,alguersuari,spa,,0.502,0.418,0.5861,Large Field Spread / Strategy-Dependent,1
2010,14,alguersuari,monza,,0.6271,0.5556,0.6986,Balanced / Standard Racing,0
2010,15,alguersuari,marina_bay,,0.5754,0.4842,0.6666,Large Field Spread / Strategy-Dependent,1
2010,16,alguersuari,suzuka,,0.6287,0.5497,0.7076,Balanced / Standard Racing,0
2010,17,alguersuari,yeongam,,,,,,0
2010,18,alguersuari,interlagos,,0.5643,0.486,0.6426,Large Field Spread / Strategy-Dependent,1
2010,19,alguersuari,yas_marina,,0.6456,0.5634,0.7278,Balanced / Standard Racing,0
2011,1,alguersuari,albert_park,,0.4977,0.4139,0.5815,Large Field Spread / Strategy-Dependent,1
2011,2,alguersuari,sepang,,0.514,0.4196,0.6084,High-Overtaking / Fluid Strategy,1
2011,3,alguersuari,shanghai,,0.6791,0.6025,0.7556,Balanced / Standard Racing,0
2011,4,alguersuari,istanbul,,0.7134,0.612,0.8148,,0
2011,5,alguersuari,catalunya,,0.6716,0.6034,0.7399,Balanced / Standard Racing,0
2011,6,alguersuari,monaco,,0.6074,0.5316,0.6831,Large Field Spread / Strategy-Dependent,0
2011,7,alguersuari,villeneuve,,0.5347,0.4513,0.618,Large Field Spread / Strategy-Dependent,1
2011,8,alguersuari,valencia,,0.5719,0.4161,0.7276,,1
2011,9,alguersuari,silverstone,,0.6624,0.5949,0.7299,Balanced / Standard Racing,0
2011,10,alguersuari,nurburgring,,0.5076,0.3836,0.6315,,1
2011,11,alguersuari,hungaroring,,0.6366,0.5651,0.7081,Large Field Spread / Strategy-Dependent,0
2011,12,alguersuari,spa,,0.502,0.418,0.5861,Large Field Spread / Strategy-Dependent,1
2011,13,alguersuari,monza,,0.6271,0.5556,0.6986,Balanced / Standard Racing,0
2011,14,alguersuari,marina_bay,,0.5754,0.4842,0.6666,Large Field Spread / Strategy-Dependent,1
2011,15,alguersuari,suzuka,,0.6287,0.5497,0.7076,Balanced / Standard Racing,0
2011,16,alguersuari,yeongam,,,,,,0
2011,17,alguersuari,buddh,,,,,,0
2011,18,alguersuari,yas_marina,,0.6456,0.5634,0.7278,Balanced / Standard Racing,0
2011,19,alguersuari,interlagos,,0.5643,0.486,0.6426,Large Field Spread / Strategy-Dependent,1
2003,1,alonso,albert_park,,0.4977,0.4139,0.5815,Large Field Spread / Strategy-Dependent,1
2003,2,alonso,sepang,,0.514,0.4196,0.6084,High-Overtaking / Fluid Strategy,1
2003,3,alonso,interlagos,,0.5643,0.486,0.6426,Large Field Spread / Strategy-Dependent,1
2003,4,alonso,imola,,0.5779,0.4487,0.7072,High-Overtaking / Fluid Strategy,1
2003,5,alonso,catalunya,,0.6716,0.6034,0.7399,Balanced / Standard Racing,0
2003,6,alonso,red_bull_ring,,0.5863,0.4896,0.683,Balanced / Standard Racing,0
2003,7,alonso,monaco,,0.6074,0.5316,0.6831,Large Field Spread / Strategy-Dependent,0
2003,8,alonso,villeneuve,,0.5347,0.4513,0.618,Large Field Spread / Strategy-Dependent,1
2003,9,alonso,nurburgring,,0.5076,0.3836,0.6315,,1
2003,10,alonso,magny_cours,,0.7493,0.6306,0.868,,0
2003,11,alonso,silverstone,,0.6624,0.5949,0.7299,Balanced / Standard Racing,0
2003,12,alonso,hockenheimring,,0.5423,0.4336,0.651,High-Overtaking / Fluid Strategy,1
2003,13,alonso,hungaroring,,0.6366,0.5651,0.7081,Large Field Spread / Strategy-Dependent,0
2003,14,alonso,monza,,0.6271,0.5556,0.6986,Balanced / Standard Racing,0
2003,15,alonso,indianapolis,,0.3208,0.1348,0.5068,,1
2003,16,alonso,suzuka,,0.6287,0.5497,0.7076,Balanced / Standard Racing,0
2004,1,alonso,albert_park,,0.4977,0.4139,0.5815,Large Field Spread / Strategy-Dependent,1
2004,2,alonso,sepang,,0.514,0.4196,0.6084,High-Overtaking / Fluid Strategy,1
2004,3,alonso,bahrain,,0.6543,0.5833,0.7252,Balanced / Standard Racing,0
2004,4,alonso,imola,,0.5779,0.4487,0.7072,High-Overtaking / Fluid Strategy,1
2004,5,alonso,catalunya,,0.6716,0.6034,0.7399,Balanced / Standard Racing,0
2004,6,alonso,monaco,,0.6074,0.5316,0.6831,Large Field Spread / Strategy-Dependent,0
2004,7,alonso,nurburgring,,0.5076,0.3836,0.6315,,1
2004,8,alonso,villeneuve,,0.5347,0.4513,0.618,Large Field Spread / Strategy-Dependent,1
2004,9,alonso,indianapolis,,0.3208,0.1348,0.5068,,1
2004,10,alonso,magny_cours,,0.7493,0.6306,0.868,,0
2004,11,alonso,silverstone,,0.6624,0.5949,0.7299,Balanced / Standard Racing,0
2004,12,alonso,hockenheimring,,0.5423,0.4336,0.651,High-Overtaking / Fluid Strategy,1
2004,13,alonso,hungaroring,,0.6366,0.5651,0.7081,Large Field Spread / Strategy-Dependent,0
2004,14,alonso,spa,,0.502,0.418,0.5861,Large Field Spread / Strategy-Dependent,1
2004,15,alonso,monza,,0.6271,0.5556,0.6986,Balanced / Standard Racing,0
2004,16,alonso,shanghai,,0.6791,0.6025,0.7556,Balanced / Standard Racing,0
2004,17,alonso,suzuka,,0.6287,0.5497,0.7076,Balanced / Standard Racing,0
2004,18,alonso,interlagos,,0.5643,0.486,0.6426,Large Field Spread / Strategy-Dependent,1
2005,1,alonso,albert_park,,0.4977,0.4139,0.5815,Large Field Spread / Strategy-Dependent,1
2005,2,alonso,sepang,,0.514,0.4196,0.6084,High-Overtaking / Fluid Strategy,1
2005,3,alonso,bahrain,,0.6543,0.5833,0.7252,Balanced / Standard Racing,0
2005,4,alonso,imola,,0.5779,0.4487,0.7072,High-Overtaking / Fluid Strategy,1
2005,5,alonso,catalunya,,0.6716,0.6034,0.7399,Balanced / Standard Racing,0
2005,6,alonso,monaco,,0.6074,0.5316,0.6831,Large Field Spread / Strategy-Dependent,0
2005,7,alonso,nurburgring,,0.5076,0.3836,0.6315,,1
2005,8,alonso,villeneuve,,0.5347,0.4513,0.618,Large Field Spread / Strategy-Dependent,1
2005,9,alonso,indianapolis,,0.3208,0.1348,0.5068,,1
2005,10,alonso,magny_cours,,0.7493,0.6306,0.868,,0
2005,11,alonso,silverstone,,0.6624,0.5949,0.7299,Balanced / Standard Racing,0
2005,12,alonso,hockenheimring,,0.5423,0.4336,0.651,High-Overtaking / Fluid Strategy,1
2005,13,alonso,hungaroring,,0.6366,0.5651,0.7081,Large Field Spread / Strategy-Dependent,0
2005,14,alonso,istanbul,,0.7134,0.612,0.8148,,0
2005,15,alonso,monza,,0.6271,0.5556,0.6986,Balanced / Standard Racing,0
2005,16,alonso,spa,,0.502,0.418,0.5861,Large Field Spread / Strategy-Dependent,1
2005,17,alonso,interlagos,,0.5643,0.486,0.6426,Large Field Spread / Strategy-Dependent,1
2005,18,alonso,suzuka,,0.6287,0.5497,0.7076,Balanced / Standard Racing,0
2005,19,alonso,shanghai,,0.6791,0.6025,0.7556,Balanced / Standard Racing,0
2006,1,alonso,bahrain,,0.6543,0.5833,0.7252,Balanced / Standard Racing,0
2006,2,alonso,sepang,,0.514,0.4196,0.6084,High-Overtaking / Fluid Strategy,1
2006,3,alonso,albert_park,,0.4977,0.4139,0.5815,Large Field Spread / Strategy-Dependent,1
2006,4,alonso,imola,,0.5779,0.4487,0.7072,High-Overtaking / Fluid Strategy,1
2006,5,alonso,nurburgring,,0.5076,0.3836,0.6315,,1
2006,6,alonso,catalunya,,0.6716,0.6034,0.7399,Balanced / Standard Racing,0
2006,7,alonso,monaco,,0.6074,0.5316,0.6831,Large Field Spread / Strategy-Dependent,0
2006,8,alonso,silverstone,,0.6624,0.5949,0.7299,Balanced / Standard Racing,0
2006,9,alonso,villeneuve,,0.5347,0.4513,0.618,Large Field Spread / Strategy-Dependent,1
2006,10,alonso,indianapolis,,0.3208,0.1348,0.5068,,1
2006,11,alonso,magny_cours,,0.7493,0.6306,0.868,,0
2006,12,alonso,hockenheimring,,0.5423,0.4336,0.651,High-Overtaking / Fluid Strategy,1
2006,13,alonso,hungaroring,,0.6366,0.5651,0.7081,Large Field Spread / Strategy-Dependent,0
2006,14,alonso,istanbul,,0.7134,0.612,0.8148,,0
2006,15,alonso,monza,,0.6271,0.5556,0.6986,Balanced / Standard Racing,0
2006,16,alonso,shanghai,,0.6791,0.6025,0.7556,Balanced / Standard Racing,0
2006,17,alonso,suzuka,,0.6287,0.5497,0.7076,Balanced / Standard Racing,0
2006,18,alonso,interlagos,,0.5643,0.486,0.6426,Large Field Spread / Strategy-Dependent,1
2007,1,alonso,albert_park,,0.4977,0.4139,0.5815,Large Field Spread / Strategy-Dependent,1
2007,2,alonso,sepang,,0.514,0.4196,0.6084,High-Overtaking / Fluid Strategy,1
2007,3,alonso,bahrain,,0.6543,0.5833,0.7252,Balanced / Standard Racing,0
2007,4,alonso,catalunya,,0.6716,0.6034,0.7399,Balanced / Standard Racing,0
2007,5,alonso,monaco,,0.6074,0.5316,0.6831,Large Field Spread / Strategy-Dependent,0
2007,6,alonso,villeneuve,,0.5347,0.4513,0.618,Large Field Spread / Strategy-Dependent,1
2007,7,alonso,indianapolis,,0.3208,0.1348,0.5068,,1
2007,8,alonso,magny_cours,,0.7493,0.6306,0.868,,0
2007,9,alonso,silverstone,,0.6624,0.5949,0.7299,Balanced / Standard Racing,0
2007,10,alonso,nurburgring,,0.5076,0.3836,0.6315,,1
2007,11,alonso,hungaroring,,0.6366,0.5651,0.7081,Large Field Spread / Strategy-Dependent,0
2007,12,alonso,istanbul,,0.7134,0.612,0.8148,,0
2007,13,alonso,monza,,0.6271,0.5556,0.6986,Balanced / Standard Racing,0
2007,14,alonso,spa,,0.502,0.418,0.5861,Large Field Spread / Strategy-Dependent,1
2007,15,alonso,fuji,,,,,,0
2007,16,alonso,shanghai,,0.6791,0.6025,0.7556,Balanced / Standard Racing,0
2007,17,alonso,interlagos,,0.5643,0.486,0.6426,Large Field Spread / Strategy-Dependent,1
2008,1,alonso,albert_park,,0.4977,0.4139,0.5815,Large Field Spread / Strategy-Dependent,1
2008,2,alonso,sepang,,0.514,0.4196,0.6084,High-Overtaking / Fluid Strategy,1
2008,3,alonso,bahrain,,0.6543,0.5833,0.7252,Balanced / Standard Racing,0
2008,4,alonso,catalunya,,0.6716,0.6034,0.7399,Balanced / Standard Racing,0
2008,5,alonso,istanbul,,0.7134,0.612,0.8148,,0
2008,6,alonso,monaco,,0.6074,0.5316,0.6831,Large Field Spread / Strategy-Dependent,0
2008,7,alonso,villeneuve,,0.5347,0.4513,0.618,Large Field Spread / Strategy-Dependent,1
2008,8,alonso,magny_cours,,0.7493,0.6306,0.868,,0
2008,9,alonso,silverstone,,0.6624,0.5949,0.7299,Balanced / Standard Racing,0
2008,10,alonso,hockenheimring,,0.5423,0.4336,0.651,High-Overtaking / Fluid Strategy,1
2008,11,alonso,hungaroring,,0.6366,0.5651,0.7081,Large Field Spread / Strategy-Dependent,0
2008,12,alonso,valencia,,0.5719,0.4161,0.7276,,1
2008,13,alonso,spa,,0.502,0.418,0.5861,Large Field Spread / Strategy-Dependent,1
2008,14,alonso,monza,,0.6271,0.5556,0.6986,Balanced / Standard Racing,0
2008,15,alonso,marina_bay,,0.5754,0.4842,0.6666,Large Field Spread / Strategy-Dependent,1
2008,16,alonso,fuji,,,,,,0
2008,17,alonso,shanghai,,0.6791,0.6025,0.7556,Balanced / Standard Racing,0
2008,18,alonso,interlagos,,0.5643,0.486,0.6426,Large Field Spread / Strategy-Dependent,1
2009,1,alonso,albert_park,,0.4977,0.4139,0.5815,Large Field Spread / Strategy-Dependent,1
2009,2,alonso,sepang,,0.514,0.4196,0.6084,High-Overtaking / Fluid Strategy,1
2009,3,alonso,shanghai,,0.6791,0.6025,0.7556,Balanced / Standard Racing,0
2009,4,alonso,bahrain,,0.6543,0.5833,0.7252,Balanced / Standard Racing,0
2009,5,alonso,catalunya,,0.6716,0.6034,0.7399,Balanced / Standard Racing,0
2009,6,alonso,monaco,,0.6074,0.5316,0.6831,Large Field Spread / Strategy-Dependent,0
2009,7,alonso,istanbul,,0.7134,0.612,0.8148,,0
2009,8,alonso,silverstone,,0.6624,0.5949,0.7299,Balanced / Standard Racing,0
2009,9,alonso,nurburgring,,0.5076,0.3836,0.6315,,1
2009,10,alonso,hungaroring,,0.6366,0.5651,0.7081,Large Field Spread / Strategy-Dependent,0
2009,11,alonso,valencia,,0.5719,0.4161,0.7276,,1
2009,12,alonso,spa,,0.502,0.418,0.5861,Large Field Spread / Strategy-Dependent,1
2009,13,alonso,monza,,0.6271,0.5556,0.6986,Balanced / Standard Racing,0
