season,round,race_name,circuitId,date,driverId,constructorId,grid,positionOrder,positionText,points,laps,status,fastestLapRank,scored_point,finished,grid_to_pos,qualifyingPos,q1_time_sec,q2_time_sec,q3_time_sec,best_quali_sec,quali_gap_pct,raceGrid,gridPenalty,gridPenaltyPlaces,pole_time_sec,circuit_name,locality,country,lat,lon,prevSeasonConstructorPos,prevSeasonConstructorPts,avg_air_temp_c,max_precip_mm,avg_wind_kph,rain_flag,totalPitStops,sc_laps_count,vsc_laps_count,pitted_under_sc,startingCompound,median_lap_sec,rollingAvgPos5,constructor_quality_quintile,era_pre2014,tyre_data_available
2003,1,Australian Grand Prix,albert_park,2003-03-09,pizzonia,jaguar,18,13,R,0.0,52,Suspension,,0,0,5.0,18.0,91.723,,,91.723,5.219506039714128,18.0,0.0,0.0,87.173,Albert Park Grand Prix Circuit,Melbourne,Australia,-37.8497,144.968,7.0,8.0,16.17,0.0,14.92,0,,,,,,,,5.0,1,0
2003,1,Australian Grand Prix,albert_park,2003-03-09,panis,toyota,5,14,R,0.0,31,Fuel pressure,,0,1,-9.0,5.0,88.288,,,88.288,1.2790657657760944,5.0,0.0,0.0,87.173,Albert Park Grand Prix Circuit,Melbourne,Australia,-37.8497,144.968,10.0,2.0,16.17,0.0,14.92,0,,,,,,,,2.0,1,0
2003,1,Australian Grand Prix,albert_park,2003-03-09,heidfeld,sauber,7,15,R,0.0,20,Suspension,,0,0,-8.0,7.0,88.464,,,88.464,1.4809631422573466,7.0,0.0,0.0,87.173,Albert Park Grand Prix Circuit,Melbourne,Australia,-37.8497,144.968,5.0,11.0,16.17,0.0,14.92,0,,,,,,,,3.0,1,0
2003,1,Australian Grand Prix,albert_park,2003-03-09,wilson,minardi,19,16,R,0.0,16,Radiator,,0,1,3.0,19.0,,,,,,19.0,0.0,0.0,87.173,Albert Park Grand Prix Circuit,Melbourne,Australia,-37.8497,144.968,9.0,2.0,16.17,0.0,14.92,0,,,,,,,,,1,0
2003,1,Australian Grand Prix,albert_park,2003-03-09,webber,jaguar,14,17,R,0.0,15,Suspension,,0,0,-3.0,14.0,89.367,,,89.367,2.516834340908312,14.0,0.0,0.0,87.173,Albert Park Grand Prix Circuit,Melbourne,Australia,-37.8497,144.968,7.0,8.0,16.17,0.0,14.92,0,,,,,,,,4.0,1,0
2003,1,Australian Grand Prix,albert_park,2003-03-09,matta,toyota,16,18,R,0.0,7,Spun off,,0,1,-2.0,16.0,89.538,,,89.538,2.71299599646679,16.0,0.0,0.0,87.173,Albert Park Grand Prix Circuit,Melbourne,Australia,-37.8497,144.968,10.0,2.0,16.17,0.0,14.92,0,,,,,,,,4.0,1,0
2003,1,Australian Grand Prix,albert_park,2003-03-09,firman,jordan,17,19,R,0.0,6,Accident,,0,0,-2.0,17.0,91.242,,,91.242,4.667729686944355,17.0,0.0,0.0,87.173,Albert Park Grand Prix Circuit,Melbourne,Australia,-37.8497,144.968,6.0,9.0,16.17,0.0,14.92,0,,,,,,,,5.0,1,0
2003,1,Australian Grand Prix,albert_park,2003-03-09,barrichello,ferrari,2,20,R,0.0,5,Accident,,0,0,-18.0,2.0,87.418,,,87.418,0.2810503252153815,2.0,0.0,0.0,87.173,Albert Park Grand Prix Circuit,Melbourne,Australia,-37.8497,144.968,1.0,221.0,16.17,0.0,14.92,0,,,,,,,,1.0,1,0
2003,2,Malaysian Grand Prix,sepang,2003-03-23,raikkonen,mclaren,7,1,1,10.0,56,Finished,,1,1,6.0,7.0,97.858,,,97.858,0.8387947735048094,7.0,0.0,0.0,97.044,Sepang International Circuit,Kuala Lumpur,Malaysia,2.76083,101.738,3.0,65.0,26.48,0.9,7.75,1,,,,,,,3.0,2.0,1,0
2003,2,Malaysian Grand Prix,sepang,2003-03-23,barrichello,ferrari,5,2,2,8.0,56,Finished,,1,1,3.0,5.0,97.579,,,97.579,0.5512963191954277,5.0,0.0,0.0,97.044,Sepang International Circuit,Kuala Lumpur,Malaysia,2.76083,101.738,1.0,221.0,26.48,0.9,7.75,1,,,,,,,20.0,1.0,1,0
2003,2,Malaysian Grand Prix,sepang,2003-03-23,alonso,renault,1,3,3,6.0,56,Finished,,1,1,-2.0,1.0,97.044,,,97.044,0.0,1.0,0.0,0.0,97.044,Sepang International Circuit,Kuala Lumpur,Malaysia,2.76083,101.738,4.0,23.0,26.48,0.9,7.75,1,,,,,,,7.0,1.0,1,0
2003,2,Malaysian Grand Prix,sepang,2003-03-23,ralf_schumacher,williams,17,4,4,5.0,56,Finished,,1,1,13.0,17.0,98.789,,,98.789,1.7981534149458027,17.0,0.0,0.0,97.044,Sepang International Circuit,Kuala Lumpur,Malaysia,2.76083,101.738,2.0,92.0,26.48,0.9,7.75,1,,,,,,,8.0,3.0,1,0
2003,2,Malaysian Grand Prix,sepang,2003-03-23,trulli,renault,2,5,5,4.0,55,+1 Lap,,1,1,-3.0,2.0,97.217,,,97.217,0.178269650880015,2.0,0.0,0.0,97.044,Sepang International Circuit,Kuala Lumpur,Malaysia,2.76083,101.738,4.0,23.0,26.48,0.9,7.75,1,,,,,,,5.0,1.0,1,0
2003,2,Malaysian Grand Prix,sepang,2003-03-23,michael_schumacher,ferrari,3,6,6,3.0,55,+1 Lap,,1,1,-3.0,3.0,97.393,,,97.393,0.3596306829891634,3.0,0.0,0.0,97.044,Sepang International Circuit,Kuala Lumpur,Malaysia,2.76083,101.738,1.0,221.0,26.48,0.9,7.75,1,,,,,,,4.0,1.0,1,0
2003,2,Malaysian Grand Prix,sepang,2003-03-23,button,bar,9,7,7,2.0,55,+1 Lap,,1,1,2.0,9.0,98.073,,,98.073,1.0603437615926905,9.0,0.0,0.0,97.044,Sepang International Circuit,Kuala Lumpur,Malaysia,2.76083,101.738,8.0,7.0,26.48,0.9,7.75,1,,,,,,,10.0,2.0,1,0
2003,2,Malaysian Grand Prix,sepang,2003-03-23,heidfeld,sauber,6,8,8,1.0,55,+1 Lap,,1,1,-2.0,6.0,97.766,,,97.766,0.7439924158113785,6.0,0.0,0.0,97.044,Sepang International Circuit,Kuala Lumpur,Malaysia,2.76083,101.738,5.0,11.0,26.48,0.9,7.75,1,,,,,,,15.0,2.0,1,0
2003,2,Malaysian Grand Prix,sepang,2003-03-23,frentzen,sauber,13,9,9,0.0,55,+1 Lap,,0,1,4.0,13.0,98.291,,,98.291,1.2849841309096903,13.0,0.0,0.0,97.044,Sepang International Circuit,Kuala Lumpur,Malaysia,2.76083,101.738,5.0,11.0,26.48,0.9,7.75,1,,,,,,,6.0,2.0,1,0
2003,2,Malaysian Grand Prix,sepang,2003-03-23,firman,jordan,20,10,10,0.0,55,+1 Lap,,0,1,10.0,20.0,100.91,,,100.91,3.9837599439429536,20.0,0.0,0.0,97.044,Sepang International Circuit,Kuala Lumpur,Malaysia,2.76083,101.738,6.0,9.0,26.48,0.9,7.75,1,,,,,,,19.0,5.0,1,0
2003,2,Malaysian Grand Prix,sepang,2003-03-23,matta,toyota,11,11,11,0.0,55,+1 Lap,,0,1,0.0,11.0,98.097,,,98.097,1.085074811425757,11.0,0.0,0.0,97.044,Sepang International Circuit,Kuala Lumpur,Malaysia,2.76083,101.738,10.0,2.0,26.48,0.9,7.75,1,,,,,,,18.0,2.0,1,0
2003,2,Malaysian Grand Prix,sepang,2003-03-23,montoya,williams,8,12,12,0.0,53,+3 Laps,,0,1,-4.0,8.0,97.974,,,97.974,0.9583281810312771,8.0,0.0,0.0,97.044,Sepang International Circuit,Kuala Lumpur,Malaysia,2.76083,101.738,2.0,92.0,26.48,0.9,7.75,1,,,,,,,2.0,2.0,1,0
2003,2,Malaysian Grand Prix,sepang,2003-03-23,verstappen,minardi,18,13,13,0.0,52,+4 Laps,,0,1,5.0,18.0,100.417,,,100.417,3.4757429619554068,18.0,0.0,0.0,97.044,Sepang International Circuit,Kuala Lumpur,Malaysia,2.76083,101.738,9.0,2.0,26.48,0.9,7.75,1,,,,,,,11.0,5.0,1,0
2003,2,Malaysian Grand Prix,sepang,2003-03-23,pizzonia,jaguar,15,14,R,0.0,42,Spun off,,0,1,1.0,15.0,98.516,,,98.516,1.5168377230946728,15.0,0.0,0.0,97.044,Sepang International Circuit,Kuala Lumpur,Malaysia,2.76083,101.738,7.0,8.0,26.48,0.9,7.75,1,,,,,,,13.0,3.0,1,0
2003,2,Malaysian Grand Prix,sepang,2003-03-23,wilson,minardi,19,15,R,0.0,41,Mechanical,,0,0,4.0,19.0,100.599,,,100.599,3.6632867565228073,19.0,0.0,0.0,97.044,Sepang International Circuit,Kuala Lumpur,Malaysia,2.76083,101.738,9.0,2.0,26.48,0.9,7.75,1,,,,,,,16.0,5.0,1,0
2003,2,Malaysian Grand Prix,sepang,2003-03-23,webber,jaguar,16,16,R,0.0,35,Engine,,0,0,0.0,16.0,98.624,,,98.624,1.6281274473434713,16.0,0.0,0.0,97.044,Sepang International Circuit,Kuala Lumpur,Malaysia,2.76083,101.738,7.0,8.0,26.48,0.9,7.75,1,,,,,,,17.0,3.0,1,0
2003,2,Malaysian Grand Prix,sepang,2003-03-23,panis,toyota,10,17,R,0.0,12,Fuel pressure,,0,1,-7.0,10.0,98.094,,,98.094,1.081983430196609,10.0,0.0,0.0,97.044,Sepang International Circuit,Kuala Lumpur,Malaysia,2.76083,101.738,10.0,2.0,26.48,0.9,7.75,1,,,,,,,14.0,2.0,1,0
2003,2,Malaysian Grand Prix,sepang,2003-03-23,coulthard,mclaren,4,18,R,0.0,2,Electrical,,0,0,-14.0,4.0,97.454,,,97.454,0.4224887679815453,4.0,0.0,0.0,97.044,Sepang International Circuit,Kuala Lumpur,Malaysia,2.76083,101.738,3.0,65.0,26.48,0.9,7.75,1,,,,,,,1.0,1.0,1,0
2003,2,Malaysian Grand Prix,sepang,2003-03-23,fisichella,jordan,14,19,R,0.0,0,Electrical,,0,0,-5.0,14.0,98.416,,,98.416,1.4137916821235728,14.0,0.0,0.0,97.044,Sepang International Circuit,Kuala Lumpur,Malaysia,2.76083,101.738,6.0,9.0,26.48,0.9,7.75,1,,,,,,,12.0,3.0,1,0
2003,2,Malaysian Grand Prix,sepang,2003-03-23,villeneuve,bar,12,20,R,0.0,0,Electrical,,0,0,-8.0,12.0,98.289,,,98.289,1.282923210090273,12.0,0.0,0.0,97.044,Sepang International Circuit,Kuala Lumpur,Malaysia,2.76083,101.738,8.0,7.0,26.48,0.9,7.75,1,,,,,,,9.0,2.0,1,0
2003,3,Brazilian Grand Prix,interlagos,2003-04-06,fisichella,jordan,8,1,1,10.0,54,Finished,,1,1,7.0,8.0,74.191,,,74.191,0.5202758545937382,8.0,0.0,0.0,73.807,Autódromo José Carlos Pace,São Paulo,Brazil,-23.7036,-46.6997,6.0,9.0,20.85,2.7,5.37,1,,,,,,,15.5,1.0,1,0
2003,3,Brazilian Grand Prix,interlagos,2003-04-06,raikkonen,mclaren,4,2,2,8.0,54,Finished,,1,1,2.0,4.0,73.866,,,73.866,0.0799382172422636,4.0,0.0,0.0,73.807,Autódromo José Carlos Pace,São Paulo,Brazil,-23.7036,-46.6997,3.0,65.0,20.85,2.7,5.37,1,,,,,,,2.0,1.0,1,0
2003,3,Brazilian Grand Prix,interlagos,2003-04-06,alonso,renault,10,3,3,6.0,54,Finished,,1,1,7.0,10.0,74.384,,,74.384,0.7817686669286086,10.0,0.0,0.0,73.807,Autódromo José Carlos Pace,São Paulo,Brazil,-23.7036,-46.6997,4.0,23.0,20.85,2.7,5.37,1,,,,,,,5.0,2.0,1,0
2003,3,Brazilian Grand Prix,interlagos,2003-04-06,coulthard,mclaren,2,4,4,5.0,54,Finished,,1,1,-2.0,2.0,73.818,,,73.818,0.0149037354180439,2.0,0.0,0.0,73.807,Autódromo José Carlos Pace,São Paulo,Brazil,-23.7036,-46.6997,3.0,65.0,20.85,2.7,5.37,1,,,,,,,9.5,1.0,1,0
2003,3,Brazilian Grand Prix,interlagos,2003-04-06,frentzen,sauber,14,5,5,4.0,54,Finished,,1,1,9.0,14.0,74.839,,,74.839,1.3982413592206653,14.0,0.0,0.0,73.807,Autódromo José Carlos Pace,São Paulo,Brazil,-23.7036,-46.6997,5.0,11.0,20.85,2.7,5.37,1,,,,,,,7.5,3.0,1,0
2003,3,Brazilian Grand Prix,interlagos,2003-04-06,villeneuve,bar,13,6,6,3.0,54,Finished,,1,1,7.0,13.0,74.668,,,74.668,1.166556017721902,13.0,0.0,0.0,73.807,Autódromo José Carlos Pace,São Paulo,Brazil,-23.7036,-46.6997,8.0,7.0,20.85,2.7,5.37,1,,,,,,,14.5,2.0,1,0
2003,3,Brazilian Grand Prix,interlagos,2003-04-06,ralf_schumacher,williams,6,7,7,2.0,54,Finished,,1,1,-1.0,6.0,74.124,,,74.124,0.4294985570474251,6.0,0.0,0.0,73.807,Autódromo José Carlos Pace,São Paulo,Brazil,-23.7036,-46.6997,2.0,92.0,20.85,2.7,5.37,1,,,,,,,6.0,1.0,1,0
2003,3,Brazilian Grand Prix,interlagos,2003-04-06,trulli,renault,5,8,8,1.0,54,Finished,,1,1,-3.0,5.0,73.953,,,73.953,0.1978132155486617,5.0,0.0,0.0,73.807,Autódromo José Carlos Pace,São Paulo,Brazil,-23.7036,-46.6997,4.0,23.0,20.85,2.7,5.37,1,,,,,,,5.0,1.0,1,0
2003,3,Brazilian Grand Prix,interlagos,2003-04-06,webber,jaguar,3,9,9,0.0,53,Accident,,0,0,-6.0,3.0,73.851,,,73.851,0.0596149416721949,3.0,0.0,0.0,73.807,Autódromo José Carlos Pace,São Paulo,Brazil,-23.7036,-46.6997,7.0,8.0,20.85,2.7,5.37,1,,,,,,,16.5,1.0,1,0
2003,3,Brazilian Grand Prix,interlagos,2003-04-06,matta,toyota,18,10,10,0.0,53,+1 Lap,,0,1,8.0,18.0,75.641,,,75.641,2.484859159700304,18.0,0.0,0.0,73.807,Autódromo José Carlos Pace,São Paulo,Brazil,-23.7036,-46.6997,10.0,2.0,20.85,2.7,5.37,1,,,,,,,14.5,4.0,1,0
2003,3,Brazilian Grand Prix,interlagos,2003-04-06,barrichello,ferrari,1,11,R,0.0,47,Fuel system,,0,1,-10.0,1.0,73.807,,,73.807,0.0,1.0,0.0,0.0,73.807,Autódromo José Carlos Pace,São Paulo,Brazil,-23.7036,-46.6997,1.0,221.0,20.85,2.7,5.37,1,,,,,,,11.0,1.0,1,0
2003,3,Brazilian Grand Prix,interlagos,2003-04-06,button,bar,11,12,R,0.0,33,Accident,,0,0,-1.0,11.0,74.504,,,74.504,0.9443548714891578,11.0,0.0,0.0,73.807,Autódromo José Carlos Pace,São Paulo,Brazil,-23.7036,-46.6997,8.0,7.0,20.85,2.7,5.37,1,,,,,,,8.5,2.0,1,0
2003,3,Brazilian Grand Prix,interlagos,2003-04-06,verstappen,minardi,19,13,R,0.0,31,Spun off,,0,1,6.0,19.0,76.542,,,76.542,3.705610578942376,19.0,0.0,0.0,73.807,Autódromo José Carlos Pace,São Paulo,Brazil,-23.7036,-46.6997,9.0,2.0,20.85,2.7,5.37,1,,,,,,,12.0,5.0,1,0
2003,3,Brazilian Grand Prix,interlagos,2003-04-06,michael_schumacher,ferrari,7,14,R,0.0,27,Accident,,0,0,-7.0,7.0,74.13,,,74.13,0.4376278672754525,7.0,0.0,0.0,73.807,Autódromo José Carlos Pace,São Paulo,Brazil,-23.7036,-46.6997,1.0,221.0,20.85,2.7,5.37,1,,,,,,,5.0,1.0,1,0
2003,3,Brazilian Grand Prix,interlagos,2003-04-06,montoya,williams,9,15,R,0.0,25,Accident,,0,0,-6.0,9.0,74.223,,,74.223,0.5636321758098782,9.0,0.0,0.0,73.807,Autódromo José Carlos Pace,São Paulo,Brazil,-23.7036,-46.6997,2.0,92.0,20.85,2.7,5.37,1,,,,,,,7.0,1.0,1,0
2003,3,Brazilian Grand Prix,interlagos,2003-04-06,pizzonia,jaguar,17,16,R,0.0,25,Accident,,0,0,1.0,17.0,75.31700000000001,,,75.31700000000001,2.04587640738684,17.0,0.0,0.0,73.807,Autódromo José Carlos Pace,São Paulo,Brazil,-23.7036,-46.6997,7.0,8.0,20.85,2.7,5.37,1,,,,,,,13.5,3.0,1,0
2003,3,Brazilian Grand Prix,interlagos,2003-04-06,panis,toyota,15,17,R,0.0,18,Collision,,0,0,-2.0,15.0,74.839,,,74.839,1.3982413592206653,15.0,0.0,0.0,73.807,Autódromo José Carlos Pace,São Paulo,Brazil,-23.7036,-46.6997,10.0,2.0,20.85,2.7,5.37,1,,,,,,,15.5,3.0,1,0
2003,3,Brazilian Grand Prix,interlagos,2003-04-06,firman,jordan,16,18,R,0.0,18,Suspension,,0,0,-2.0,16.0,75.24,,,75.24,1.9415502594604748,16.0,0.0,0.0,73.807,Autódromo José Carlos Pace,São Paulo,Brazil,-23.7036,-46.6997,6.0,9.0,20.85,2.7,5.37,1,,,,,,,14.5,3.0,1,0
2003,3,Brazilian Grand Prix,interlagos,2003-04-06,wilson,minardi,20,19,R,0.0,16,Spun off,,0,1,1.0,20.0,76.586,,,76.586,3.7652255206145706,20.0,0.0,0.0,73.807,Autódromo José Carlos Pace,São Paulo,Brazil,-23.7036,-46.6997,9.0,2.0,20.85,2.7,5.37,1,,,,,,,15.5,5.0,1,0
2003,3,Brazilian Grand Prix,interlagos,2003-04-06,heidfeld,sauber,12,20,R,0.0,8,Engine,,0,0,-8.0,12.0,74.631,,,74.631,1.116425271315726,12.0,0.0,0.0,73.807,Autódromo José Carlos Pace,São Paulo,Brazil,-23.7036,-46.6997,5.0,11.0,20.85,2.7,5.37,1,,,,,,,11.5,2.0,1,0
2003,4,San Marino Grand Prix,imola,2003-04-20,michael_schumacher,ferrari,1,1,1,10.0,62,Finished,,1,1,0.0,1.0,82.327,,,82.327,0.0,1.0,0.0,0.0,82.327,Autodromo Enzo e Dino Ferrari,Imola,Italy,44.3439,11.7167,1.0,221.0,16.95,0.0,10.3,0,,,,,,,8.0,1.0,1,0
2003,4,San Marino Grand Prix,imola,2003-04-20,raikkonen,mclaren,6,2,2,8.0,62,Finished,,1,1,4.0,6.0,83.148,,,83.148,0.9972427028799762,6.0,0.0,0.0,82.327,Autodromo Enzo e Dino Ferrari,Imola,Italy,44.3439,11.7167,3.0,65.0,16.95,0.0,10.3,0,,,,,,,2.0,2.0,1,0
2003,4,San Marino Grand Prix,imola,2003-04-20,barrichello,ferrari,3,3,3,6.0,62,Finished,,1,1,0.0,3.0,82.557,,,82.557,0.2793737170065762,3.0,0.0,0.0,82.327,Autodromo Enzo e Dino Ferrari,Imola,Italy,44.3439,11.7167,1.0,221.0,16.95,0.0,10.3,0,,,,,,,11.0,1.0,1,0
2003,4,San Marino Grand Prix,imola,2003-04-20,ralf_schumacher,williams,2,4,4,5.0,62,Finished,,1,1,-2.0,2.0,82.34100000000001,,,82.34100000000001,0.0170053566873686,2.0,0.0,0.0,82.327,Autodromo Enzo e Dino Ferrari,Imola,Italy,44.3439,11.7167,2.0,92.0,16.95,0.0,10.3,0,,,,,,,6.333333333333333,1.0,1,0
2003,4,San Marino Grand Prix,imola,2003-04-20,coulthard,mclaren,12,5,5,4.0,62,Finished,,1,1,7.0,12.0,83.818,,,83.818,1.8110704872034689,12.0,0.0,0.0,82.327,Autodromo Enzo e Dino Ferrari,Imola,Italy,44.3439,11.7167,3.0,65.0,16.95,0.0,10.3,0,,,,,,,7.666666666666667,3.0,1,0
2003,4,San Marino Grand Prix,imola,2003-04-20,alonso,renault,8,6,6,3.0,62,Finished,,1,1,2.0,8.0,83.169,,,83.169,1.022750737911012,8.0,0.0,0.0,82.327,Autodromo Enzo e Dino Ferrari,Imola,Italy,44.3439,11.7167,4.0,23.0,16.95,0.0,10.3,0,,,,,,,4.333333333333333,2.0,1,0
2003,4,San Marino Grand Prix,imola,2003-04-20,montoya,williams,4,7,7,2.0,62,Finished,,1,1,-3.0,4.0,82.789,,,82.789,0.5611767706827692,4.0,0.0,0.0,82.327,Autodromo Enzo e Dino Ferrari,Imola,Italy,44.3439,11.7167,2.0,92.0,16.95,0.0,10.3,0,,,,,,,9.666666666666666,1.0,1,0
2003,4,San Marino Grand Prix,imola,2003-04-20,button,bar,9,8,8,1.0,61,+1 Lap,,1,1,1.0,9.0,83.381,,,83.381,1.280260424890986,9.0,0.0,0.0,82.327,Autodromo Enzo e Dino Ferrari,Imola,Italy,44.3439,11.7167,8.0,7.0,16.95,0.0,10.3,0,,,,,,,9.666666666666666,2.0,1,0
2003,4,San Marino Grand Prix,imola,2003-04-20,panis,toyota,10,9,9,0.0,61,+1 Lap,,0,1,1.0,10.0,83.46000000000001,,,83.46000000000001,1.3762192233410786,10.0,0.0,0.0,82.327,Autodromo Enzo e Dino Ferrari,Imola,Italy,44.3439,11.7167,10.0,2.0,16.95,0.0,10.3,0,,,,,,,16.0,3.0,1,0
2003,4,San Marino Grand Prix,imola,2003-04-20,heidfeld,sauber,11,10,10,0.0,61,+1 Lap,,0,1,1.0,11.0,83.7,,,83.7,1.6677396236957556,11.0,0.0,0.0,82.327,Autodromo Enzo e Dino Ferrari,Imola,Italy,44.3439,11.7167,5.0,11.0,16.95,0.0,10.3,0,,,,,,,14.333333333333334,3.0,1,0
2003,4,San Marino Grand Prix,imola,2003-04-20,frentzen,sauber,14,11,11,0.0,61,+1 Lap,,0,1,3.0,14.0,83.932,,,83.932,1.9495426773719484,14.0,0.0,0.0,82.327,Autodromo Enzo e Dino Ferrari,Imola,Italy,44.3439,11.7167,5.0,11.0,16.95,0.0,10.3,0,,,,,,,6.666666666666667,3.0,1,0
2003,4,San Marino Grand Prix,imola,2003-04-20,matta,toyota,13,12,12,0.0,61,+1 Lap,,0,1,1.0,13.0,83.838,,,83.838,1.8353638538996877,13.0,0.0,0.0,82.327,Autodromo Enzo e Dino Ferrari,Imola,Italy,44.3439,11.7167,10.0,2.0,16.95,0.0,10.3,0,,,,,,,13.0,3.0,1,0
2003,4,San Marino Grand Prix,imola,2003-04-20,trulli,renault,16,13,13,0.0,61,+1 Lap,,0,1,3.0,16.0,84.19,,,84.19,2.262927107753228,16.0,0.0,0.0,82.327,Autodromo Enzo e Dino Ferrari,Imola,Italy,44.3439,11.7167,4.0,23.0,16.95,0.0,10.3,0,,,,,,,6.0,4.0,1,0
2003,4,San Marino Grand Prix,imola,2003-04-20,pizzonia,jaguar,15,14,14,0.0,60,+2 Laps,,0,1,1.0,15.0,84.14699999999999,,,84.14699999999999,2.2106963693563397,15.0,0.0,0.0,82.327,Autodromo Enzo e Dino Ferrari,Imola,Italy,44.3439,11.7167,7.0,8.0,16.95,0.0,10.3,0,,,,,,,14.333333333333334,4.0,1,0
2003,4,San Marino Grand Prix,imola,2003-04-20,fisichella,jordan,17,15,15,0.0,57,+5 Laps,,0,1,2.0,17.0,84.31700000000001,,,84.31700000000001,2.4171899862742587,17.0,0.0,0.0,82.327,Autodromo Enzo e Dino Ferrari,Imola,Italy,44.3439,11.7167,6.0,9.0,16.95,0.0,10.3,0,,,,,,,10.666666666666666,4.0,1,0
